age,education-num,sex,hours-per-week,salary,workclass,education,marital-status,occupation,relationship,race,country,fnlwgt
70,9,0,37,0,22286,9840,14065,4030,12463,25933,28833,77219.0
44,13,1,45,0,22286,5044,4214,3992,3212,25933,28833,212888.0
37,13,0,40,1,22286,5044,9726,4038,7726,25933,28833,361888.0
58,13,0,58,0,2067,5044,14065,4038,12463,25933,28833,237879.0
42,10,1,25,0,2499,6678,14065,4038,4466,25933,28833,93099.0
41,9,0,40,0,22286,9840,14065,3584,12463,25933,28833,225193.0
28,9,1,40,0,22286,9840,9726,3721,7726,25933,28833,50814.0
47,14,0,60,1,2067,1627,14065,4038,12463,25933,28833,123681.0
24,9,1,40,0,22286,9840,14065,1966,1406,25933,28833,249351.0
58,9,0,55,1,2499,9840,14065,3212,12463,25933,28833,222311.0
18,9,1,25,0,22286,9840,9726,3721,4466,25933,28833,301762.0
50,10,0,50,1,22286,6678,14065,3992,12463,25933,28833,195298.0
69,10,1,24,0,22286,6678,827,3721,7726,25933,28833,
47,13,0,60,1,22286,5044,14065,3992,12463,25933,28833,129513.0
19,8,0,20,0,22286,377,9726,1350,4466,25933,28833,374262.0
24,10,0,40,0,22286,6678,9726,4038,7726,2817,28833,382146.0
53,9,0,50,0,22286,9840,4214,1966,7726,25933,28833,30447.0
58,10,0,45,0,22286,6678,14065,3584,12463,25933,28833,49893.0
22,10,0,24,0,22286,6678,9726,1350,889,25933,28833,197387.0
36,10,0,52,0,2499,6678,14065,3992,12463,25933,28833,111957.0
34,8,1,40,0,22286,377,9726,3721,3212,25933,28833,340458.0
43,2,1,21,0,22286,151,827,4038,3212,25933,28833,185670.0
37,9,0,24,0,22286,9840,14065,1350,12463,25933,28833,210945.0
43,15,0,50,1,22286,542,939,912,7726,25933,202,350661.0
42,10,1,40,1,22286,6678,14065,912,1406,25933,28833,190543.0
21,10,0,30,0,22286,6678,9726,3212,4466,25933,28833,70261.0
49,9,0,60,0,2499,9840,14065,3584,12463,25933,480,179048.0
35,9,0,40,0,22286,9840,14065,3212,889,2817,28833,242094.0
49,10,1,30,0,2499,6678,827,4030,3212,25933,28833,117634.0
28,10,0,40,0,22286,6678,9726,3212,7726,2817,28833,82531.0
51,2,0,40,0,22286,151,14065,4030,12463,25933,28833,193374.0
19,4,0,60,1,22286,557,9726,3212,7726,25933,28833,323605.0
56,5,0,40,0,22286,455,14065,3212,12463,25933,28833,371064.0
20,9,0,8,0,22286,9840,9726,3212,7726,25933,28833,39927.0
22,10,1,37,0,22286,6678,9726,3721,4466,25933,28833,64292.0
33,9,0,56,1,22286,9840,14065,1966,12463,25933,28833,198660.0
22,10,0,50,0,22286,6678,9726,4030,7726,25933,28833,210165.0
68,10,1,30,0,22286,6678,4214,143,889,25933,28833,144137.0
56,13,1,40,0,2067,5044,4214,3992,3212,25933,28833,155657.0
69,5,0,40,0,2499,455,14065,3721,12463,25933,28833,107548.0
41,13,0,40,0,22286,5044,9726,912,7726,25933,28833,163258.0
33,9,1,40,0,22286,9840,9726,1966,3212,2817,28833,221324.0
18,7,1,8,0,22286,1048,9726,3584,4466,25933,28833,444822.0
17,7,0,16,0,22286,1048,9726,3212,4466,2817,28833,154398.0
31,7,0,40,0,22286,1048,4214,1350,889,2817,28833,120672.0
50,10,0,60,1,22286,6678,14065,912,12463,25933,28833,159650.0
62,6,1,40,0,22286,820,827,1350,7726,25933,28833,290754.0
41,9,1,52,0,22286,9840,4214,3721,3212,25933,28833,49654.0
20,9,1,40,0,943,9840,9726,3212,7726,25933,28833,147352.0
23,12,0,30,0,22286,1008,9726,3584,4466,25933,28833,227943.0
18,9,0,20,0,22286,9840,9726,3212,7726,25933,28833,423024.0
42,5,0,40,0,22286,455,14065,4030,12463,25933,28833,445940.0
23,13,0,40,0,22286,5044,9726,4038,7726,25933,28833,230824.0
43,9,1,40,0,22286,9840,4214,3721,889,25933,28833,48882.0
47,9,0,55,0,22286,9840,14065,3584,12463,25933,28833,168195.0
53,3,0,40,0,2067,288,14065,3212,12463,25933,28833,188644.0
28,6,0,40,0,22286,820,9726,1350,7726,25933,28833,136077.0
28,10,0,40,0,1279,6678,14065,644,12463,25933,28833,119793.0
44,10,0,45,0,22286,6678,14065,4038,12463,25933,28833,336513.0
58,9,0,40,0,22286,9840,14065,1966,12463,25933,28833,186991.0
26,9,1,40,0,22286,9840,9726,1966,3212,25933,28833,211435.0
36,10,0,8,0,2499,6678,14065,989,12463,25933,28833,280169.0
27,9,1,40,0,22286,9840,4214,3212,7726,25933,28833,109997.0
39,16,0,45,1,22286,375,14065,3992,12463,25933,28833,286789.0
25,13,0,40,0,22286,5044,14065,3992,12463,25933,28833,102460.0
17,7,1,15,0,22286,1048,9726,3212,4466,25933,28833,287160.0
39,13,0,50,0,22286,5044,4214,3992,7726,25933,28833,198097.0
52,9,0,40,0,22286,9840,14065,1966,12463,25933,28833,119111.0
24,13,1,50,0,22286,5044,9726,3584,7726,25933,28833,174461.0
26,11,0,55,0,2499,1307,14065,989,12463,25933,28833,281678.0
32,9,0,40,1,22286,9840,14065,1350,12463,25933,28833,151053.0
49,14,0,40,1,2067,1627,14065,644,12463,25933,28833,186539.0
40,7,0,40,0,22286,1048,14065,989,12463,25933,28833,198452.0
52,15,0,60,1,22286,542,4214,3992,7726,25933,28833,198863.0
33,9,0,40,0,22286,9840,9726,3721,7726,25933,28833,176711.0
19,9,0,20,0,22286,9840,14065,1966,889,25933,28833,165310.0
37,11,0,40,0,22286,1307,14065,4038,12463,25933,647,213008.0
21,10,1,20,0,1279,6678,9726,912,4466,25933,28833,38251.0
33,10,0,36,0,22286,6678,9726,3721,7726,25933,28833,125761.0
28,12,1,40,0,22286,1008,4214,4038,7726,25933,28833,148645.0
48,9,0,40,0,22286,9840,14065,4030,12463,25933,28833,273435.0
43,13,0,40,0,22286,5044,939,912,7726,25933,28833,208613.0
32,9,0,40,0,22286,9840,14065,1966,12463,25933,28833,192565.0
28,9,0,30,0,22286,9840,9726,3212,4466,25933,28833,183885.0
47,13,0,40,0,2499,5044,14065,4038,12463,895,202,243631.0
37,13,0,50,1,22286,5044,14065,3721,12463,25933,28833,191754.0
26,10,0,30,0,22286,6678,939,3584,889,2817,28833,261278.0
55,9,0,60,0,22286,9840,14065,3212,12463,25933,28833,127014.0
40,12,1,40,0,22286,1008,4214,3584,3212,25933,28833,197919.0
31,13,0,40,1,22286,5044,14065,3992,12463,25933,28833,217460.0
39,9,0,40,1,22286,9840,14065,3212,12463,25933,28833,86551.0
54,10,0,54,1,1074,6678,14065,3584,12463,25933,28833,98051.0
38,10,0,40,0,22286,6678,14065,3584,12463,895,647,215917.0
53,9,0,85,0,2499,9840,14065,989,12463,25933,28833,192982.0
27,12,1,78,0,2499,1008,9726,4038,7726,25933,28833,334132.0
42,13,0,40,1,22286,5044,14065,3992,12463,25933,28833,136986.0
62,10,1,40,0,22286,6678,4214,3721,7726,25933,28833,116812.0
47,7,0,58,0,22286,1048,14065,3721,12463,25933,28833,189123.0
26,13,1,50,0,22286,5044,9726,3992,7726,25933,28833,89648.0
59,10,0,40,0,22286,6678,4214,3212,7726,25933,28833,99248.0
42,9,1,45,0,22286,9840,4214,4038,7726,25933,28833,57600.0
25,13,0,45,1,22286,5044,14065,4038,12463,25933,28833,199224.0
58,9,0,36,0,22286,9840,4214,3584,7726,25933,28833,140363.0
30,10,1,60,0,22286,6678,9726,3584,7726,25933,28833,308812.0
21,10,1,40,0,22286,6678,9726,4030,4466,25933,28833,275421.0
61,9,0,40,0,22286,9840,14065,644,12463,25933,28833,213321.0
33,12,0,40,0,22286,1008,14065,1350,12463,25933,28833,157747.0
51,14,0,40,1,22286,1627,14065,912,12463,25933,28833,182314.0
70,10,1,12,0,22286,6678,827,3992,7726,25933,28833,220589.0
29,10,0,50,0,2499,6678,4214,4030,7726,25933,28833,189346.0
46,14,1,44,0,22286,1627,827,4038,7726,25933,28833,124071.0
35,10,1,40,0,943,6678,4214,3992,3212,895,647,20469.0
31,9,0,43,1,22286,9840,14065,4030,12463,25933,28833,154227.0
37,10,0,42,1,22286,6678,14065,3992,12463,25933,28833,105044.0
43,10,0,43,1,22286,6678,14065,3584,12463,25933,28833,35910.0
23,9,0,40,0,22286,9840,9726,3584,7726,25933,28833,189203.0
41,9,0,44,1,22286,9840,4214,4030,7726,25933,28833,116493.0
42,13,1,50,1,2067,5044,14065,4038,1406,25933,28833,19700.0
26,6,1,40,0,22286,820,9726,3721,7726,25933,28833,48718.0
45,10,0,40,1,22286,6678,14065,3992,12463,25933,28833,106113.0
25,12,0,40,0,22286,1008,14065,3584,12463,25933,28833,256263.0
38,13,0,50,1,22286,5044,14065,1966,12463,25933,28833,120074.0
28,9,1,50,0,22286,9840,9726,3992,7726,25933,28833,122922.0
68,11,0,40,0,2499,1307,14065,4038,12463,25933,28833,116903.0
42,9,0,40,1,2067,9840,14065,4030,12463,25933,28833,222596.0
35,14,0,40,0,22286,1627,14065,3584,12463,25933,647,107302.0
36,10,1,40,0,22286,6678,4214,3721,3212,25933,28833,156400.0
33,9,0,35,0,22286,9840,14065,4030,12463,25933,28833,53373.0
22,10,1,30,0,22286,6678,9726,3721,7726,25933,28833,58916.0
45,13,0,50,1,2067,5044,14065,644,12463,25933,28833,167159.0
24,10,1,40,0,22286,6678,9726,3212,7726,25933,28833,283806.0
36,9,0,40,1,2067,9840,14065,4038,12463,25933,28833,61778.0
41,9,1,40,0,22286,9840,9726,3721,7726,25933,28833,33310.0
26,10,1,35,0,2499,6678,9726,4038,4466,25933,28833,202560.0
25,10,1,50,0,2499,6678,9726,989,4466,25933,28833,60828.0
53,10,0,50,0,1279,6678,14065,989,12463,25933,28833,153486.0
28,12,0,40,0,2067,1008,827,4038,3212,25933,28833,167536.0
30,14,1,40,0,2067,1627,9726,4038,7726,25933,28833,370990.0
38,7,0,40,0,2499,1048,14065,4030,12463,25933,28833,198867.0
37,10,0,48,0,2067,6678,4214,644,3212,25933,480,174924.0
30,14,0,38,0,22286,1627,14065,4038,12463,25933,28833,175856.0
31,10,0,80,0,22286,6678,4214,4030,7726,25933,28833,220690.0
36,9,0,55,0,22286,9840,14065,4030,12463,25933,28833,160035.0
59,9,0,60,0,2499,9840,14065,3992,12463,25933,480,116878.0
33,9,0,35,0,2499,9840,14065,4030,12463,25933,28833,134737.0
29,9,0,55,1,22286,9840,14065,3584,12463,25933,28833,81648.0
49,10,0,40,1,1279,6678,14065,1966,12463,25933,28833,122177.0
50,6,0,56,0,943,820,939,4030,7726,25933,28833,69614.0
33,13,0,45,1,22286,5044,14065,3992,12463,25933,28833,112115.0
28,4,0,40,0,22286,557,14065,1350,12463,25933,28833,299422.0
24,10,1,16,0,22286,6678,9726,912,7726,25933,28833,112854.0
32,10,0,50,0,2499,6678,14065,4030,12463,25933,28833,33417.0
47,9,0,40,1,943,9840,14065,1572,12463,2817,28833,224559.0
24,10,0,40,0,22286,6678,9726,3992,4466,25933,28833,357028.0
37,10,1,36,1,2067,6678,14065,912,1406,25933,28833,51158.0
51,13,0,40,1,22286,5044,14065,3584,12463,25933,28833,186303.0
52,9,0,50,0,22286,9840,14065,1572,12463,25933,28833,127749.0
22,10,1,40,0,22286,6678,9726,3721,7726,25933,28833,291386.0
28,12,0,40,0,22286,1008,9726,3212,7726,231,28833,138054.0
47,10,0,40,0,2499,6678,14065,4030,12463,25933,28833,174533.0
43,9,0,40,0,22286,9840,14065,4030,12463,25933,28833,200835.0
25,9,0,45,0,22286,9840,9726,3992,7726,25933,28833,108658.0
43,10,0,60,1,22286,6678,14065,1572,12463,25933,28833,180985.0
25,13,1,20,0,22286,5044,9726,3992,4466,25933,28833,34803.0
59,14,0,60,0,22286,1627,14065,4038,12463,25933,28833,75867.0
29,12,1,35,0,22286,1008,4214,4038,3212,25933,28833,156819.0
30,5,1,40,0,22286,455,14065,1966,1406,25933,480,61272.0
24,10,1,40,0,22286,6678,14065,1966,1406,231,28833,39827.0
38,13,0,40,0,22286,5044,9726,3212,7726,25933,28833,130007.0
37,9,0,60,1,2499,9840,14065,3992,12463,25933,28833,80324.0
26,1,0,40,0,22286,45,370,1966,7726,25933,28833,322614.0
30,9,1,40,0,22286,9840,9726,3212,3212,25933,28833,140869.0
73,14,0,10,1,2067,1627,14065,4038,12463,25933,480,181902.0
30,9,0,40,0,22286,9840,14065,1966,12463,2817,28833,287908.0
33,9,0,40,0,22286,9840,14065,3212,12463,25933,28833,309630.0
46,10,0,58,0,22286,6678,14065,1572,12463,25933,28833,28225.0
18,7,0,40,0,22286,1048,9726,3212,4466,25933,28833,39222.0
22,9,1,40,0,22286,9840,9726,3721,4466,25933,28833,122272.0
50,9,0,60,0,1074,9840,14065,3584,12463,2817,28833,198400.0
39,13,0,40,1,1074,5044,14065,3992,12463,25933,28833,283338.0
22,10,0,40,0,22286,6678,9726,3584,4466,25933,28833,208946.0
33,9,1,40,0,22286,9840,9726,3721,3212,2817,28833,348416.0
31,9,1,40,0,22286,9840,9726,1350,4466,895,647,379046.0
29,13,0,40,0,22286,5044,9726,3721,4466,25933,28833,183887.0
38,10,0,45,1,2499,6678,14065,1966,12463,25933,28833,127961.0
24,13,1,35,0,22286,5044,9726,3584,4466,25933,28833,211129.0
29,9,1,40,0,2067,9840,939,644,889,25933,28833,187649.0
49,14,0,40,1,943,1627,14065,3721,12463,25933,28833,94754.0
33,4,0,40,0,22286,557,14065,1966,12463,25933,28833,231826.0
28,9,0,48,0,22286,9840,9726,1966,7726,25933,28833,142764.0
22,13,1,60,0,22286,5044,9726,3721,4466,25933,28833,126822.0
37,9,0,40,0,22286,9840,14065,1966,12463,25933,28833,188069.0
30,9,0,50,0,22286,9840,14065,4030,12463,25933,28833,284395.0
49,4,0,40,0,22286,557,14065,4030,12463,25933,28833,31267.0
29,9,0,40,0,22286,9840,14065,3992,12463,25933,202,161444.0
25,9,1,40,0,22286,9840,939,3992,3212,25933,28833,144483.0
36,9,1,40,0,22286,9840,370,3721,3212,25933,28833,133655.0
36,16,0,45,0,1279,375,9726,4038,7726,25933,28833,112074.0
21,9,0,22,0,22286,9840,9726,3212,4466,25933,28833,249727.0
18,10,1,30,0,22286,6678,9726,3212,4466,25933,28833,165754.0
30,11,0,40,0,2067,1307,9726,644,7726,25933,28833,172822.0
44,10,1,40,0,22286,6678,9726,3721,4466,2817,28833,288433.0
40,10,0,50,0,22286,6678,14065,1572,12463,25933,28833,33331.0
43,9,0,44,0,22286,9840,14065,3992,12463,25933,28833,168071.0
45,13,0,50,1,22286,5044,14065,3992,12463,25933,28833,207277.0
29,10,1,26,0,22286,6678,370,3584,4466,895,647,130620.0
40,10,1,40,0,22286,6678,14065,3721,1406,25933,28833,136244.0
43,10,0,48,0,22286,6678,14065,3212,12463,25933,28833,
20,10,1,20,0,22286,6678,9726,3212,7726,25933,28833,245297.0
32,13,0,20,0,1279,5044,14065,912,12463,25933,28833,71151.0
19,10,1,16,0,22286,6678,9726,3212,4466,25933,28833,118352.0
21,9,0,40,0,22286,9840,9726,1966,4466,25933,28833,117210.0
23,11,0,40,0,22286,1307,14065,1350,12463,25933,28833,120068.0
24,7,1,40,0,22286,1048,9726,3212,7726,2817,28833,48343.0
52,11,0,32,0,22286,1307,4214,3212,7726,25933,28833,84451.0
19,10,0,35,0,22286,6678,9726,3212,7726,25933,28833,281704.0
54,10,0,45,1,22286,6678,14065,3584,12463,25933,28833,123011.0
50,9,1,48,0,22286,9840,4214,1966,889,25933,28833,104729.0
29,10,0,40,0,22286,6678,4214,1966,7726,25933,28833,110134.0
17,6,0,10,0,22286,820,9726,912,4466,25933,28833,186067.0
47,9,1,37,0,22286,9840,4214,3212,3212,25933,28833,214702.0
46,13,1,32,0,22286,5044,4214,4038,3212,2817,28833,384795.0
30,10,0,44,0,22286,6678,14065,1350,12463,25933,28833,175931.0
58,10,1,30,0,22286,6678,14065,3212,1406,25933,28833,366324.0
48,13,1,40,0,22286,5044,4214,4038,7726,2817,28833,118717.0
23,10,0,40,0,22286,6678,9726,644,4466,25933,28833,219835.0
23,11,1,36,0,22286,1307,9726,3721,4466,25933,28833,176486.0
45,9,0,40,0,22286,9840,14065,4030,12463,25933,28833,273435.0
20,10,0,20,0,22286,6678,9726,3584,4466,2817,28833,182661.0
26,4,0,48,0,22286,557,9726,1966,4466,25933,28833,212304.0
50,13,1,40,1,2067,5044,9726,4038,4466,25933,28833,133963.0
49,9,0,48,1,22286,9840,14065,3584,12463,25933,28833,165152.0
26,10,0,40,0,22286,6678,9726,3212,889,25933,28833,274724.0
47,15,0,40,0,22286,542,4214,3721,7726,25933,28833,196707.0
31,8,0,50,0,22286,377,9726,3584,7726,25933,28833,213002.0
35,9,0,40,0,22286,9840,14065,4030,12463,25933,28833,148581.0
46,10,0,50,1,22286,6678,14065,4030,12463,25933,28833,459189.0
28,7,0,40,0,2499,1048,9726,4030,7726,25933,28833,214689.0
58,10,0,45,1,22286,6678,14065,3992,12463,25933,28833,289364.0
21,9,1,40,0,22286,9840,9726,3721,4466,25933,28833,174907.0
50,6,1,50,0,2499,820,4214,3584,7726,25933,28833,348099.0
31,13,1,40,0,22286,5044,9726,4038,7726,25933,28833,31600.0
31,13,1,20,0,2499,5044,14065,3721,1406,25933,28833,286282.0
35,9,0,40,1,2499,9840,14065,4030,12463,25933,28833,181705.0
33,16,0,60,1,22286,375,14065,4038,12463,25933,28833,238912.0
34,14,0,55,1,22286,1627,14065,4038,12463,25933,28833,134737.0
37,9,0,45,1,22286,9840,14065,1350,12463,25933,28833,197429.0
48,14,0,40,1,22286,1627,14065,4038,12463,25933,28833,47343.0
34,13,0,40,0,943,5044,9726,3992,3212,895,647,67083.0
24,10,0,40,0,22286,6678,9726,3992,4466,25933,28833,249957.0
55,9,1,40,0,22286,9840,4214,143,7726,25933,480,175942.0
50,9,0,40,1,22286,9840,14065,912,12463,25933,28833,192982.0
40,13,0,60,1,22286,5044,14065,3584,12463,25933,28833,209547.0
33,13,0,30,0,22286,5044,9726,1350,7726,25933,28833,142675.0
51,10,0,40,0,943,6678,14065,4030,12463,25933,28833,190333.0
30,10,0,40,0,22286,6678,9726,1966,7726,25933,28833,196396.0
41,9,0,40,0,22286,9840,14065,1966,12463,25933,28833,166740.0
47,11,0,40,1,2067,1307,14065,3992,12463,25933,28833,174533.0
37,13,1,32,1,22286,5044,939,4038,3212,25933,28833,118486.0
40,11,0,40,0,22286,1307,14065,4030,12463,25933,28833,144067.0
36,9,0,40,0,22286,9840,14065,1966,12463,25933,28833,106964.0
37,9,0,40,0,22286,9840,14065,1966,12463,2817,28833,178136.0
38,15,0,35,1,22286,542,939,4038,7726,25933,28833,196554.0
40,10,0,50,0,2499,6678,14065,4030,12463,25933,28833,403550.0
35,13,1,40,0,22286,5044,4214,3992,3212,25933,28833,498216.0
47,9,1,20,1,2499,9840,14065,1966,1406,25933,28833,192755.0
33,14,0,45,1,22286,1627,14065,4038,12463,25933,28833,156192.0
45,10,1,40,0,22286,6678,4214,3721,7726,25933,28833,189802.0
35,9,1,38,0,2499,9840,9726,3584,3212,2817,480,179171.0
32,7,0,45,0,22286,1048,14065,3721,12463,25933,28833,77634.0
23,10,0,50,0,22286,6678,14065,3212,12463,2817,28833,189830.0
19,9,1,15,0,22286,9840,9726,3212,4466,25933,28833,127190.0
20,9,0,35,0,22286,9840,9726,1350,4466,2817,28833,138107.0
44,13,0,30,0,1074,5044,14065,3584,12463,25933,28833,269733.0
41,9,0,40,0,1279,9840,14065,3721,12463,25933,28833,227734.0
19,10,1,40,0,22286,6678,9726,3721,889,25933,28833,318822.0
48,9,1,35,0,22286,9840,4214,3212,7726,25933,28833,48885.0
45,10,0,65,1,22286,6678,14065,3584,12463,25933,28833,205424.0
40,4,0,42,0,22286,557,14065,3212,12463,895,647,173858.0
34,9,0,55,1,22286,9840,14065,4030,12463,25933,28833,202450.0
20,10,1,40,0,22286,6678,9726,3584,889,231,28833,154779.0
33,10,1,40,0,22286,6678,939,3721,3212,25933,28833,180551.0
30,9,1,20,0,22286,9840,14065,3721,4466,25933,28833,177522.0
23,10,0,32,0,22286,6678,9726,1350,4466,25933,28833,277328.0
34,6,1,38,0,22286,820,4214,3212,3212,25933,28833,112584.0
48,10,0,40,1,1279,6678,14065,4030,12463,25933,28833,85384.0
42,10,0,40,1,22286,6678,14065,4030,12463,2817,28833,69019.0
22,9,0,40,0,22286,9840,9726,3721,4466,895,28833,112847.0
60,9,0,42,1,2499,9840,14065,4030,12463,25933,28833,52900.0
42,13,0,55,1,22286,5044,14065,3992,12463,25933,28833,37937.0
45,13,1,55,0,22286,5044,939,3992,7726,25933,28833,59380.0
47,9,1,32,0,22286,9840,4214,3212,4466,25933,28833,114770.0
29,14,1,40,1,22286,1627,14065,3992,1406,25933,28833,216481.0
34,13,0,38,0,22286,5044,9726,3584,7726,25933,28833,176469.0
34,13,1,40,1,22286,5044,4214,4038,3212,25933,28833,176831.0
39,9,0,40,0,943,9840,14065,3721,12463,25933,28833,410034.0
29,10,1,24,0,22286,6678,4214,4038,3212,25933,28833,93662.0
42,10,0,60,0,1074,6678,9726,3584,7726,25933,28833,144236.0
48,7,1,35,0,22286,1048,939,3212,7726,2817,28833,240917.0
53,13,0,40,1,22286,5044,14065,3992,12463,2817,28833,
51,10,1,45,0,22286,6678,827,3721,3212,25933,28833,243361.0
44,13,0,90,0,2499,5044,14065,989,12463,25933,28833,35166.0
46,11,0,60,1,1074,1307,14065,3992,12463,25933,28833,182655.0
51,16,1,60,1,22286,375,4214,4030,7726,25933,28833,142717.0
32,10,1,40,0,22286,6678,9726,4030,7726,25933,28833,272944.0
24,10,0,45,0,22286,6678,9726,3212,7726,25933,28833,228686.0
33,11,1,26,0,22286,1307,9726,4038,3212,2817,28833,236818.0
47,9,0,90,0,2499,9840,21,4030,12463,25933,28833,117865.0
64,14,0,50,0,2499,1627,4214,4038,7726,25933,28833,106538.0
62,13,0,50,1,22286,5044,14065,3992,12463,25933,28833,153891.0
52,9,0,40,1,22286,9840,14065,3992,12463,25933,28833,190909.0
39,9,1,40,0,22286,9840,9726,3584,7726,25933,480,191002.0
42,9,0,48,0,22286,9840,14065,4038,12463,25933,28833,89073.0
38,13,0,42,1,943,5044,14065,3584,12463,25933,28833,238342.0
55,4,0,50,0,22286,557,14065,1572,12463,25933,28833,259532.0
42,12,1,24,0,22286,1008,4214,4038,7726,25933,28833,132481.0
30,12,1,50,1,22286,1008,14065,3992,1406,25933,647,205659.0
32,5,0,40,0,22286,455,14065,4030,12463,25933,28833,182323.0
50,7,1,40,0,943,1048,9726,3584,7726,2817,28833,166419.0
27,9,0,40,0,22286,9840,9726,1966,4466,895,647,152246.0
47,9,0,60,0,22286,9840,14065,3992,12463,25933,28833,155659.0
33,5,0,35,0,22286,455,4214,1966,7726,25933,28833,155198.0
48,10,0,40,0,2499,6678,9726,3721,7726,25933,28833,100931.0
23,4,0,35,0,22286,557,9726,3212,4466,25933,28833,162945.0
31,13,0,40,1,943,5044,14065,3992,12463,25933,28833,334346.0
26,10,0,40,0,22286,6678,14065,1966,12463,2817,28833,181597.0
61,9,0,63,0,2499,9840,14065,3584,12463,895,202,133969.0
50,13,0,40,0,22286,5044,4214,3584,3212,2817,28833,210217.0
49,11,0,40,1,22286,1307,14065,4038,12463,25933,480,169711.0
19,9,0,24,0,22286,9840,9726,3212,889,895,28833,271521.0
18,7,0,15,0,22286,1048,9726,1350,4466,25933,28833,51255.0
44,12,1,99,0,2499,1008,14065,3212,1406,25933,28833,26669.0
54,11,0,50,0,22286,1307,14065,3584,12463,25933,28833,194580.0
35,9,0,40,1,1279,9840,14065,644,12463,25933,28833,177974.0
27,14,0,20,0,1279,1627,9726,4038,7726,895,647,315640.0
50,9,0,50,0,1074,9840,14065,989,12463,25933,28833,136913.0
43,9,0,40,0,1279,9840,14065,4030,12463,25933,28833,230961.0
28,10,0,40,0,22286,6678,4214,3721,3212,25933,28833,167062.0
47,9,0,40,0,22286,9840,14065,3992,12463,25933,28833,120131.0
21,1,0,50,0,22286,45,9726,989,7726,25933,28833,243368.0
30,15,1,45,0,22286,542,9726,4038,7726,25933,28833,171876.0
19,9,0,45,0,22286,9840,9726,4030,4466,25933,28833,136866.0
40,10,0,40,0,22286,6678,14065,3212,12463,25933,28833,316820.0
55,14,0,50,1,22286,1627,14065,3584,12463,25933,28833,185459.0
31,11,0,43,0,22286,1307,4214,1966,3212,25933,28833,43716.0
30,11,0,40,0,22286,1307,4214,3992,7726,25933,28833,220939.0
51,13,1,43,0,943,5044,9726,4038,7726,286,28833,40808.0
34,9,1,40,0,22286,9840,4214,1572,4466,25933,28833,183473.0
59,14,0,45,1,22286,1627,14065,3992,12463,25933,28833,108496.0
50,9,1,38,0,22286,9840,4214,3992,3212,25933,28833,204838.0
29,9,0,40,0,22286,9840,4214,1966,3212,25933,28833,132686.0
17,6,0,40,0,1279,820,9726,989,4466,25933,28833,117906.0
24,9,1,30,0,22286,9840,9726,3212,4466,25933,28833,304386.0
39,14,1,18,1,22286,1627,14065,4038,1406,25933,28833,165215.0
32,10,0,40,0,22286,6678,4214,1350,3212,2817,28833,259719.0
34,9,1,45,0,22286,9840,9726,1966,7726,25933,28833,248795.0
44,9,0,40,1,2499,9840,14065,4038,12463,25933,28833,124692.0
37,10,1,40,0,2067,6678,4214,3721,3212,25933,28833,128054.0
39,14,1,65,1,22286,1627,14065,3992,1406,25933,28833,179731.0
32,15,0,40,1,1074,542,14065,4038,12463,25933,28833,113543.0
23,10,1,28,0,22286,6678,9726,3212,7726,25933,28833,252153.0
45,10,0,42,0,943,6678,4214,3721,3212,25933,28833,45891.0
30,7,0,40,0,22286,1048,4214,1350,4466,25933,28833,112263.0
20,8,1,10,0,22286,377,4214,3212,7726,25933,28833,47791.0
41,9,0,4,0,22286,9840,14065,4030,12463,25933,202,202980.0
21,9,1,30,0,22286,9840,9726,3584,4466,25933,28833,34918.0
48,4,0,30,0,22286,557,14065,3212,12463,895,647,91251.0
31,9,0,45,1,22286,9840,14065,4038,12463,25933,28833,132996.0
34,11,0,40,0,22286,1307,9726,1350,7726,2817,28833,306215.0
25,9,0,40,0,22286,9840,939,3212,3212,2817,28833,203570.0
41,13,0,35,0,2499,5044,939,4030,7726,25933,28833,355918.0
35,15,0,50,1,2499,542,14065,4038,12463,25933,28833,198841.0
42,13,1,40,0,22286,5044,4214,3992,3212,25933,28833,282964.0
34,9,0,75,1,2499,9840,14065,1572,12463,25933,28833,312197.0
44,6,0,60,0,22286,820,14065,1966,12463,25933,28833,98779.0
32,13,0,40,1,22286,5044,14065,3992,12463,25933,28833,200246.0
25,10,0,40,0,22286,6678,9726,3584,4466,895,28833,182771.0
23,7,0,50,0,22286,1048,14065,1572,12463,25933,28833,199908.0
36,15,0,40,1,22286,542,9726,4038,7726,231,647,172104.0
53,13,0,60,1,2499,5044,9726,3584,3212,25933,28833,35295.0
27,16,0,52,0,22286,375,9726,4038,7726,25933,28833,216858.0
27,13,1,65,0,22286,5044,9726,3721,7726,25933,28833,332187.0
57,9,1,45,0,22286,9840,9726,3992,7726,25933,28833,255109.0
17,7,1,20,0,22286,1048,9726,3584,4466,25933,28833,111332.0
59,9,1,38,0,2067,9840,4214,3721,3212,25933,28833,238431.0
34,9,1,40,0,22286,9840,9726,3212,4466,25933,28833,131552.0
30,6,0,55,0,22286,820,14065,1572,12463,25933,28833,110239.0
31,12,1,45,0,1279,1008,9726,3721,4466,2817,28833,255830.0
23,10,0,30,0,22286,6678,9726,3584,7726,25933,28833,82998.0
19,9,0,40,0,22286,9840,9726,1572,4466,25933,28833,164320.0
20,11,0,40,0,2499,1307,9726,989,4466,25933,28833,263498.0
52,9,0,40,0,2499,9840,4214,3584,7726,25933,28833,162381.0
